SPEED,RPM,FUEL
36.0,1449.75,74.11764705882354
37.0,1408.25,74.11764705882354
36.0,1432.75,74.11764705882354
36.0,1369.0,60.0
35.0,947.5,60.0
31.0,1075.75,60.0
24.0,878.25,60.0
15.0,884.0,60.0
13.0,855.0,60.0
19.0,1856.75,60.0
28.0,2088.5,60.0
34.0,2240.5,60.0
37.0,2316.25,67.84313725490196
40.0,2217.0,67.84313725490196
41.0,1631.75,67.84313725490196
42.0,1664.75,67.84313725490196
42.0,1655.75,67.84313725490196
42.0,1653.0,67.84313725490196
38.0,1165.25,67.84313725490196
31.0,1134.75,67.84313725490196
22.0,832.5,67.84313725490196
13.0,832.0,67.84313725490196
6.0,675.5,64.70588235294117
2.0,658.75,64.70588235294117
4.0,1172.75,64.70588235294117
11.0,1832.5,64.70588235294117
22.0,2413.5,64.70588235294117
31.0,2412.75,64.70588235294117
40.0,2487.25,64.70588235294117
49.0,2871.0,64.70588235294117
55.0,2154.75,64.70588235294117
58.0,2110.25,58.03921568627451
61.0,1437.0,58.03921568627451
62.0,1461.0,58.03921568627451
64.0,1474.25,58.03921568627451
65.0,1505.0,58.03921568627451
65.0,1490.0,58.03921568627451
64.0,1476.0,58.03921568627451
63.0,1429.75,58.03921568627451
62.0,1408.25,58.03921568627451
61.0,1382.5,76.07843137254902
61.0,1376.0,76.07843137254902
60.0,1371.25,76.07843137254902
59.0,1344.5,76.07843137254902
58.0,1334.0,76.07843137254902
57.0,1304.75,76.07843137254902
57.0,1282.5,76.07843137254902
56.0,1257.25,76.07843137254902
54.0,1238.0,76.07843137254902
53.0,1222.25,75.68627450980392
52.0,1194.5,75.68627450980392
50.0,1170.0,75.68627450980392
48.0,1103.25,75.68627450980392
49.0,1098.5,75.68627450980392
50.0,1126.0,75.68627450980392
51.0,1181.5,75.68627450980392
49.0,1142.75,75.68627450980392
43.0,1024.0,75.68627450980392
36.0,884.0,83.13725490196079
27.0,975.25,83.13725490196079
18.0,728.75,83.13725490196079
13.0,768.5,83.13725490196079
8.0,733.0,83.13725490196079
5.0,718.25,83.13725490196079
0.0,653.25,83.13725490196079
0.0,722.5,83.13725490196079
0.0,707.0,83.13725490196079
0.0,706.75,85.09803921568627
0.0,695.0,85.09803921568627
0.0,690.75,85.09803921568627
0.0,690.25,85.09803921568627
0.0,692.25,85.09803921568627
0.0,685.5,85.09803921568627
0.0,681.25,85.09803921568627
0.0,688.5,85.09803921568627
0.0,681.5,85.09803921568627
0.0,682.5,85.09803921568627
0.0,681.25,80.3921568627451
0.0,685.5,80.3921568627451
0.0,678.0,80.3921568627451
0.0,680.75,80.3921568627451
0.0,683.75,80.3921568627451
0.0,678.5,80.3921568627451
0.0,686.5,80.3921568627451
0.0,678.75,80.3921568627451
0.0,685.75,80.3921568627451
0.0,675.5,80.7843137254902
0.0,681.75,80.7843137254902
0.0,681.75,80.7843137254902
0.0,681.75,80.7843137254902
0.0,676.75,80.7843137254902
0.0,676.0,80.7843137254902
0.0,687.25,80.7843137254902
0.0,684.75,80.7843137254902
0.0,674.25,80.7843137254902
0.0,673.25,81.17647058823529
0.0,680.0,81.17647058823529
0.0,684.0,81.17647058823529
0.0,674.5,81.17647058823529
0.0,675.75,81.17647058823529
0.0,684.5,81.17647058823529
0.0,683.25,81.17647058823529
0.0,672.75,81.17647058823529
0.0,678.75,81.17647058823529
0.0,680.75,81.17647058823529
0.0,680.5,81.17647058823529
0.0,673.5,81.17647058823529
0.0,677.0,81.17647058823529
0.0,668.0,81.17647058823529
0.0,667.75,81.17647058823529
0.0,683.0,81.17647058823529
0.0,678.25,81.17647058823529
0.0,671.75,81.17647058823529
4.0,706.75,81.17647058823529
10.0,1159.5,80.0
16.0,1397.0,80.0
19.0,1008.0,80.0
20.0,994.25,80.0
20.0,1242.0,80.0
22.0,1767.25,80.0
28.0,2178.0,80.0
35.0,2501.75,80.0
42.0,2738.25,80.0
50.0,2844.75,62.35294117647059
56.0,2720.25,62.35294117647059
61.0,2156.25,62.35294117647059
67.0,2400.0,62.35294117647059
73.0,2577.75,62.35294117647059
77.0,1926.0,62.35294117647059
81.0,1973.5,62.35294117647059
85.0,2052.5,62.35294117647059
87.0,2109.0,62.35294117647059
89.0,2147.5,60.3921568627451
90.0,2198.5,60.3921568627451
92.0,2218.0,60.3921568627451
93.0,2240.0,60.3921568627451
93.0,2256.25,60.3921568627451
94.0,2271.25,60.3921568627451
94.0,2272.25,60.3921568627451
93.0,2272.5,60.3921568627451
92.0,2243.75,60.3921568627451
90.0,2200.75,70.19607843137256
88.0,2127.25,70.19607843137256
86.0,2086.0,70.19607843137256
85.0,2071.5,70.19607843137256
84.0,2047.25,70.19607843137256
83.0,2015.25,70.19607843137256
83.0,2005.5,70.19607843137256
81.0,1967.25,70.19607843137256
78.0,1886.75,71.76470588235294
72.0,1735.75,71.76470588235294
67.0,1619.75,71.76470588235294
58.0,1406.25,71.76470588235294
51.0,1153.25,71.76470588235294
43.0,1074.0,71.76470588235294
34.0,852.25,71.76470588235294
24.0,903.75,71.76470588235294
16.0,867.25,71.76470588235294
10.0,713.0,71.76470588235294
5.0,736.5,84.70588235294117
0.0,624.5,84.70588235294117
0.0,685.75,84.70588235294117
0.0,670.5,84.70588235294117
0.0,675.25,84.70588235294117
0.0,672.25,84.70588235294117
0.0,675.5,84.70588235294117
0.0,683.25,84.70588235294117
0.0,672.0,84.70588235294117
0.0,684.0,72.94117647058823
0.0,681.25,72.94117647058823
0.0,680.25,72.94117647058823
0.0,679.75,72.94117647058823
0.0,673.75,72.94117647058823
0.0,670.25,72.94117647058823
2.0,701.0,72.94117647058823
6.0,1111.25,72.94117647058823
12.0,1525.25,72.94117647058823
17.0,1866.0,67.45098039215686
20.0,1293.75,67.45098039215686
20.0,1239.5,67.45098039215686
21.0,1641.0,67.45098039215686
26.0,1795.25,67.45098039215686
30.0,1959.0,67.45098039215686
35.0,1973.0,67.45098039215686
38.0,1502.75,67.45098039215686
40.0,1558.75,67.45098039215686
41.0,1564.5,62.745098039215684
39.0,1156.0,62.745098039215684
37.0,1170.5,62.745098039215684
33.0,1053.25,62.745098039215684
31.0,1062.5,62.745098039215684
26.0,920.5,62.745098039215684
20.0,771.25,62.745098039215684
13.0,805.75,62.745098039215684
9.0,703.25,62.745098039215684
4.0,685.75,73.72549019607843
0.0,646.75,73.72549019607843
0.0,664.75,73.72549019607843
0.0,671.0,73.72549019607843
0.0,679.75,73.72549019607843
0.0,676.25,73.72549019607843
0.0,674.75,73.72549019607843
0.0,682.25,73.72549019607843
0.0,676.75,73.72549019607843
0.0,677.5,71.37254901960785
0.0,676.25,71.37254901960785
0.0,689.25,71.37254901960785
2.0,679.75,71.37254901960785
4.0,689.0,71.37254901960785
6.0,936.0,71.37254901960785
10.0,1394.75,71.37254901960785
18.0,1977.0,71.37254901960785
24.0,1771.0,71.37254901960785
29.0,1890.5,63.529411764705884
32.0,1829.5,63.529411764705884
34.0,1411.0,63.529411764705884
37.0,1478.25,63.529411764705884
39.0,1513.75,63.529411764705884
40.0,1499.25,63.529411764705884
39.0,1345.5,63.529411764705884
35.0,1115.25,63.529411764705884
26.0,935.25,63.529411764705884
19.0,758.75,70.98039215686275
16.0,889.0,70.98039215686275
16.0,1371.25,70.98039215686275
22.0,1759.75,70.98039215686275
25.0,1420.75,70.98039215686275
25.0,1430.5,70.98039215686275
25.0,1598.0,70.98039215686275
27.0,1722.25,70.98039215686275
29.0,1757.5,70.98039215686275
29.0,1519.5,70.98039215686275
25.0,943.25,67.05882352941177
19.0,843.5,67.05882352941177
17.0,918.5,67.05882352941177
16.0,907.5,67.05882352941177
15.0,872.75,67.05882352941177
9.0,677.25,67.05882352941177
4.0,719.0,67.05882352941177
0.0,627.0,67.05882352941177
0.0,667.5,67.05882352941177
0.0,670.0,75.68627450980392
0.0,667.0,75.68627450980392
0.0,669.0,75.68627450980392
0.0,679.5,75.68627450980392
0.0,666.25,75.68627450980392
0.0,707.5,75.68627450980392
4.0,1027.0,75.68627450980392
7.0,832.75,75.68627450980392
6.0,727.75,75.68627450980392
3.0,666.0,67.84313725490196
0.0,654.0,67.84313725490196
0.0,660.25,67.84313725490196
0.0,676.25,67.84313725490196
0.0,664.5,67.84313725490196
0.0,666.25,67.84313725490196
0.0,666.0,67.84313725490196
0.0,672.0,67.84313725490196
0.0,664.0,67.84313725490196
0.0,666.5,69.80392156862744
0.0,674.75,69.80392156862744
0.0,665.75,69.80392156862744
0.0,662.5,69.80392156862744
0.0,676.5,69.80392156862744
0.0,673.25,69.80392156862744
0.0,663.5,69.80392156862744
0.0,665.0,69.80392156862744
0.0,673.25,69.80392156862744
0.0,659.5,68.62745098039215
0.0,671.75,68.62745098039215
0.0,669.25,68.62745098039215
0.0,676.25,68.62745098039215
0.0,664.75,68.62745098039215
0.0,664.0,68.62745098039215
0.0,661.5,68.62745098039215
0.0,670.0,68.62745098039215
0.0,673.0,68.62745098039215
0.0,669.0,68.23529411764706
0.0,669.25,68.23529411764706
0.0,669.0,68.23529411764706
0.0,669.75,68.23529411764706
0.0,671.75,68.23529411764706
0.0,670.5,68.23529411764706
0.0,670.75,68.23529411764706
0.0,665.0,68.23529411764706
0.0,665.75,68.23529411764706
0.0,670.0,68.62745098039215
0.0,670.75,68.62745098039215
0.0,665.0,68.62745098039215
0.0,664.5,68.62745098039215
2.0,792.75,68.62745098039215
9.0,1364.5,68.62745098039215
15.0,1678.5,68.62745098039215
19.0,1530.5,68.62745098039215
21.0,1342.0,68.62745098039215
22.0,1352.0,68.62745098039215
23.0,1381.25,64.31372549019608
22.0,994.0,64.31372549019608
21.0,1107.25,64.31372549019608
19.0,1012.75,64.31372549019608
18.0,939.25,64.31372549019608
15.0,849.0,64.31372549019608
12.0,732.0,64.31372549019608
10.0,701.5,64.31372549019608
8.0,782.5,64.31372549019608
6.0,737.5,70.58823529411765
4.0,683.0,70.58823529411765
0.0,640.5,70.58823529411765
0.0,665.75,70.58823529411765
0.0,664.5,70.58823529411765
0.0,671.75,70.58823529411765
0.0,664.75,70.58823529411765
0.0,668.5,70.58823529411765
0.0,675.5,70.58823529411765
0.0,669.25,68.23529411764706
0.0,672.0,68.23529411764706
0.0,795.5,68.23529411764706
7.0,1253.75,68.23529411764706
13.0,1697.75,68.23529411764706
17.0,1725.25,68.23529411764706
21.0,1652.0,68.23529411764706
25.0,1587.0,68.23529411764706
26.0,1399.5,68.23529411764706
22.0,1185.0,62.35294117647059
18.0,1017.0,62.35294117647059
15.0,919.0,62.35294117647059
15.0,1389.75,62.35294117647059
20.0,1696.25,62.35294117647059
25.0,1738.0,62.35294117647059
27.0,1712.5,62.35294117647059
29.0,1700.75,62.35294117647059
29.0,1470.75,62.35294117647059
24.0,1227.75,62.35294117647059
20.0,1076.25,72.54901960784314
14.0,811.75,72.54901960784314
6.0,634.5,72.54901960784314
0.0,658.75,72.54901960784314
0.0,655.25,72.54901960784314
0.0,662.75,72.54901960784314
0.0,659.75,72.54901960784314
0.0,673.0,72.54901960784314
0.0,660.5,74.50980392156863
0.0,691.75,74.50980392156863
2.0,679.75,74.50980392156863
4.0,817.25,74.50980392156863
7.0,1200.0,74.50980392156863
13.0,1719.0,74.50980392156863
18.0,2009.5,74.50980392156863
25.0,1893.5,74.50980392156863
31.0,1999.75,74.50980392156863
34.0,1868.25,61.1764705882353
35.0,1411.0,61.1764705882353
35.0,1063.25,61.1764705882353
33.0,1141.0,61.1764705882353
27.0,949.0,61.1764705882353
17.0,739.25,61.1764705882353
12.0,785.75,61.1764705882353
16.0,1616.5,61.1764705882353
22.0,1854.0,61.1764705882353
28.0,1987.25,61.1764705882353
33.0,1871.5,67.45098039215686
36.0,1456.5,67.45098039215686
38.0,1476.5,67.45098039215686
39.0,1474.0,67.45098039215686
37.0,1258.0,67.45098039215686
38.0,1577.25,67.45098039215686
39.0,1554.75,67.45098039215686
41.0,1574.75,67.45098039215686
42.0,1601.25,67.45098039215686
43.0,1605.25,65.88235294117646
43.0,1582.5,65.88235294117646
42.0,1334.0,65.88235294117646
40.0,1288.0,65.88235294117646
36.0,1174.25,65.88235294117646
30.0,1067.25,65.88235294117646
24.0,884.0,65.88235294117646
21.0,836.0,65.88235294117646
21.0,1577.25,65.88235294117646
25.0,2010.75,73.72549019607843
30.0,2141.0,73.72549019607843
33.0,1842.5,73.72549019607843
33.0,1339.25,73.72549019607843
31.0,1102.25,73.72549019607843
24.0,909.0,73.72549019607843
14.0,899.75,73.72549019607843
11.0,1027.5,73.72549019607843
14.0,1454.5,73.72549019607843
15.0,1219.25,68.62745098039215
16.0,1337.0,68.62745098039215
17.0,1406.0,68.62745098039215
16.0,1004.75,68.62745098039215
11.0,793.75,68.62745098039215
7.0,776.5,68.62745098039215
3.0,696.25,68.62745098039215
3.0,667.5,68.62745098039215
2.0,665.5,68.62745098039215
0.0,893.25,69.80392156862744
0.0,718.0,69.80392156862744
2.0,721.5,69.80392156862744
0.0,888.0,69.80392156862744
0.0,746.5,69.80392156862744
0.0,760.0,69.80392156862744
2.0,756.5,69.80392156862744
3.0,684.25,69.80392156862744
0.0,704.5,66.27450980392157
2.0,697.75,66.27450980392157
0.0,694.75,66.27450980392157
0.0,713.5,66.27450980392157
0.0,752.75,66.27450980392157
2.0,695.0,66.27450980392157
0.0,732.75,66.27450980392157
0.0,731.75,66.27450980392157
0.0,740.75,66.27450980392157
0.0,842.25,66.27450980392157
0.0,771.0,65.09803921568627
0.0,741.25,65.09803921568627
0.0,689.75,65.09803921568627
0.0,803.25,65.09803921568627
0.0,801.0,65.09803921568627
0.0,807.0,65.09803921568627
0.0,846.5,65.09803921568627
0.0,797.5,65.09803921568627
0.0,791.75,65.09803921568627
0.0,786.25,65.49019607843137
0.0,739.75,65.49019607843137
0.0,794.5,65.49019607843137
0.0,759.75,65.49019607843137
0.0,782.5,65.49019607843137
0.0,781.0,65.49019607843137
0.0,681.0,65.49019607843137
0.0,711.75,65.49019607843137
0.0,970.25,65.49019607843137
0.0,782.5,66.66666666666667
0.0,716.25,66.66666666666667
0.0,701.25,66.66666666666667
0.0,693.5,66.66666666666667
0.0,682.75,66.66666666666667
0.0,704.25,66.66666666666667
0.0,704.0,66.66666666666667
0.0,709.25,66.66666666666667
0.0,692.0,66.66666666666667
0.0,701.25,67.45098039215686
0.0,695.5,67.45098039215686
0.0,693.75,67.45098039215686
